,Titles,Released,MPAA,Runtime,Metascores,IMDB,User Reviews,Critic Reviews,Directors,Writers,Studios,Budget,US Gross,Worldwide Gross,Aspect Ratio
1059,Lethal Weapon 4,1998,R,2h 7min,37,6.6,320,141,Richard Donner,Shane Black,Warner Bros.,"$140,000,000 ","$130,444,603","$285,444,603",2.39 : 1
1060,HHhH,2017,17+,2h,,6.4,,,Cédric Jimenez,Laurent Binet,FilmNation Entertainment,"€27,800,000 ",,"$4,412,639",2.35 : 1
1061,The Lego Ninjago Movie,2017,SU,1h 41min,55,6.0,128,135,Charlie Bean,Bob Logan,Animal Logic,"$70,000,000 ","$59,281,555","$123,081,555",2.35 : 1
1062,The Rover,2014,R,1h 43min,64,6.4,234,268,David Michôd,David Michôd,Porchlight Films,"$12,000,000 ","$1,114,423","$2,510,007",2.35 : 1
1063,The Siege,1998,R,1h 56min,53,6.4,303,126,Edward Zwick,Lawrence Wright,Twentieth Century Fox,"$70,000,000 ","$40,981,289","$116,672,912",2.39 : 1
1064,Black and Blue,2019,R,1h 48min,54,6.4,348,79,Deon Taylor,Peter A. Dowling,Hidden Empire Film Group (HEFG),"$12,000,000 ","$22,055,313","$22,741,061",2.39 : 1
1065,Harsh Times,2005,R,1h 56min,56,6.9,250,119,David Ayer,David Ayer,Andrea Sperling Productions,"$2,000,000 ","$3,337,931","$5,969,708",1.85 : 1
1066,Danger Close: The Battle of Long Tan,2019,R,1h 58min,,6.8,239,32,Kriv Stenders,Stuart Beattie,Deeper Water,"A$24,000,000 ",,"$2,088,085",2.35 : 1
1067,Deep Blue Sea 3,2020,R,1h 40min,,4.7,162,46,John Pogue,Dirk Blackman,Roserock Films,"$5,000,000 ",,,2.39:1
1068,Basic,2003,R,1h 38min,34,6.5,314,139,John McTiernan,James Vanderbilt,Phoenix Pictures,"$50,000,000 ","$26,793,311","$42,792,561",2.39 : 1
1069,Paycheck,2003,PG-13,1h 59min,43,6.3,381,193,John Woo,Philip K. Dick,Paramount Pictures,"$60,000,000 ","$53,790,451","$117,248,958",2.39 : 1
1070,The Lovebirds,2020,R,1h 26min,59,6.1,267,139,Michael Showalter,Aaron Abrams,Quinn's House,,,,1.78 : 1
1071,Last Knights,2015,R,1h 55min,27,6.2,223,58,Kazuaki Kiriya,Michael Konyves,Luka Productions International,"$40,000,000 ",,"$1,797,955",2.35 : 1
1072,Domino,2005,D,2h 7min,36,5.9,392,190,Tony Scott,Richard Kelly,New Line Cinema,"$50,000,000 ","$10,169,202","$22,984,628",2.35 : 1
1073,Beowulf,1999,R,1h 35min,,4.1,160,49,Graham Baker,Anonymous,The Kushner-Locke Company,"$3,500,000 ",,"$102,744",1.85 : 1
1074,Billy Lynn's Long Halftime Walk,2016,R,1h 53min,53,6.2,117,182,Ang Lee,Ben Fountain,Bona Film Group,"$40,000,000 ","$1,738,477","$30,930,984",1.85 : 1
1075,Everly,2014,R,1h 32min,35,5.1,116,122,Joe Lynch,Yale Hannon,RADiUS-TWC,,,"$358,156",2.35 : 1
1076,Paul Blart: Mall Cop,2009,PG,1h 31min,39,5.2,259,168,Steve Carr,Kevin James,Columbia Pictures,"$26,000,000 ","$146,336,178","$183,348,429",1.85 : 1
1077,Black Easter,2021,PG-13,1h 53min,,3.0,60,5,Jim Carroll,Jim Carroll,Timed Out Productions,,,,2.39:1
1078,Left Behind,2014,PG-13,1h 50min,12,3.1,638,177,Vic Armstrong,Paul Lalonde,Stoney Lake Entertainment,"$16,000,000 ","$14,019,924","$27,405,896",16 : 9
1079,Hudson Hawk,1991,R,1h 40min,17,5.8,286,85,Michael Lehmann,Bruce Willis,TriStar Pictures,"$65,000,000 ","$17,218,080","$17,218,080",1.85 : 1
1080,Toy Soldiers,1991,R,1h 51min,46,6.6,66,43,Daniel Petrie Jr.,William P. Kennedy,TriStar Pictures,"$10,000,000 ","$15,073,942","$15,073,942",1.85 : 1
1081,Outlander,2008,R,1h 55min,40,6.2,195,113,Howard McCain,Dirk Blackman,The Weinstein Company,"$50,000,000 ","$166,003","$7,034,698",2.35 : 1
1082,Loaded Weapon 1,1993,PG-13,1h 24min,30,6.2,82,22,Gene Quintano,Don Holley,New Line Cinema,"$13,000,000 ","$27,979,399","$27,979,399",1.85 : 1
1083,D3: The Mighty Ducks,1996,PG,1h 44min,,5.5,64,21,Robert Lieberman,Steven Brill,Walt Disney Pictures,,"$22,955,097","$22,955,097",1.85 : 1
1084,Black Water: Abyss,2020,13+,1h 38min,46,4.5,128,73,Andrew Traucki,John Ridley,Thrills & Spills,,,"$658,110",2.39:1
1085,Spy Kids 4: All the Time in the World,2011,PG,1h 29min,37,3.5,98,76,Robert Rodriguez,Robert Rodriguez,Dimension Films,"$27,000,000 ","$38,538,188","$85,564,310",1.85 : 1
1086,Skyline,2010,PG-13,1h 32min,26,4.4,1K,233,Colin Strause,Joshua Cordes,Rogue Pictures,"$10,000,000 ","$21,393,620","$66,984,887",2.35 : 1
1087,Yoga Hosers,2016,13+,1h 28min,23,4.3,116,115,Kevin Smith,Kevin Smith,Abbolita Productions,"$5,000,000 ",,"$36,585",2.35 : 1
1088,The Program,1993,R,1h 52min,51,6.5,39,15,David S. Ward,David S. Ward,Touchstone Pictures,"$15,000,000 ","$23,032,565","$23,032,565",1.85 : 1
1089,The Transporter Refueled,2015,D,1h 36min,32,5.2,164,171,Camille Delamarre,Adam Cooper,EuropaCorp,"€24,926,736 ","$16,029,670","$72,629,670",2.35 : 1
1090,Juice,1992,R,1h 35min,60,7.1,75,21,Ernest R. Dickerson,Ernest R. Dickerson,Island World,"$5,000,000 ","$20,146,880","$20,146,880",1.85 : 1
1091,Silent Hill: Revelation,2012,R,1h 35min,16,5.0,275,182,M.J. Bassett,M.J. Bassett,Davis-Films,"$20,000,000 ","$17,529,157","$55,362,705",2.35 : 1
1092,Broken Arrow,1996,R,1h 48min,61,6.0,227,91,John Woo,Graham Yost,Twentieth Century Fox,"$50,000,000 ","$70,770,147","$150,270,147",2.39 : 1
1093,The Girl with All the Gifts,2016,R,1h 51min,67,6.6,311,263,Colm McCarthy,Mike Carey,BFI Film Fund,"£4,000,000 ",,"$4,086,096",2.00 : 1
1094,Lethal Weapon 3,1992,R,1h 58min,40,6.7,167,79,Richard Donner,Jeffrey Boam,Warner Bros.,"$35,000,000 ","$144,731,527","$321,731,527",2.39 : 1
1095,Braven,2018,17+,1h 34min,61,5.9,291,70,Lin Oeding,Thomas Pa'a Sibbett,Highland Film Group (HFG),"$5,000,000 ",,"$854,319",2.39 : 1
1096,The Phantom,1996,PG,1h 40min,,5.0,177,80,Simon Wincer,Lee Falk,Paramount Pictures,"$45,000,000 ","$17,323,326","$17,323,326",2.39 : 1
1097,Rescue Dawn,2006,PG-13,2h,77,7.3,236,187,Werner Herzog,Werner Herzog,Metro-Goldwyn-Mayer (MGM),"$10,000,000 ","$5,490,423","$7,177,143",1.85 : 1
1098,Taeksi woonjunsa,2017,13+,2h 17min,69,7.9,81,53,Hun Jang,Yu-na Eom,The Lamp,,"$1,527,829","$86,252,940",2.35 : 1
1099,Shanghai Knights,2003,PG-13,1h 54min,,6.2,,,David Dobkin,Alfred Gough,Touchstone Pictures,"$50,000,000 ","$60,476,872","$88,323,487",2.39 : 1
1100,A Prayer Before Dawn,2017,R,1h 56min,76,6.9,116,95,Jean-Stéphane Sauvaire,Billy Moore,Senorita Films,,"$14,453","$958,883",2.35 : 1
1101,Passenger 57,1992,R,1h 24min,50,5.9,138,47,Kevin Hooks,Stewart Raffill,Warner Bros.,"$15,000,000 ","$44,065,653","$44,065,653",2.39 : 1
1102,The Salvation,2014,R,1h 32min,64,6.7,135,193,Kristian Levring,Anders Thomas Jensen,Zentropa Entertainments,"€10,500,000 ","$44,903","$1,363,964",2.35 : 1
1103,Anacondas: The Hunt for the Blood Orchid,2004,PG-13,1h 37min,40,4.7,167,53,Dwight H. Little,Hans Bauer,Screen Gems,"$20,000,000 ","$32,238,923","$70,992,898",2.35 : 1
1104,Bãhubali 2: The Conclusion,2017,17+,2h 47min,,8.2,534,64,S.S. Rajamouli,Vijayendra Prasad,Arka Mediaworks,"₹2,500,000,000 ","$20,186,659","$254,158,390",2.35 : 1
1105,Hodejegerne,2011,R,1h 36min,72,7.5,146,264,Morten Tyldum,Ulf Ryberg,Yellow Bird,"NOK 30,300,000 ","$1,200,010","$18,962,444",2.39:1
1106,Cellular,2004,PG-13,1h 34min,60,6.5,396,73,David R. Ellis,Larry Cohen,New Line Cinema,"$25,000,000 ","$32,003,620","$57,678,321",2.35 : 1
1107,Repo Men,2010,R,1h 51min,32,6.3,213,194,Miguel Sapochnik,Eric Garcia,Universal Pictures,"$32,000,000 ","$13,794,835","$18,409,891",2.35 : 1
1108,Taxi,2004,PG-13,1h 37min,27,4.5,194,81,Tim Story,Luc Besson,Twentieth Century Fox,"$25,000,000 ","$36,879,320","$71,255,003",2.35 : 1
1109,Siu Lam juk kau,2001,PG,1h 53min,68,7.3,267,255,Stephen Chow,Stephen Chow,Star Overseas,"$10,000,000 ","$489,600","$42,776,760",1.85 : 1
1110,The Avengers,1998,PG-13,1h 29min,12,3.8,476,122,Jeremiah S. Chechik,Sydney Newman,Warner Bros.,"$60,000,000 ","$23,384,939","$23,384,939",1.85 : 1
1111,The Man with the Iron Fists,2012,R,1h 35min,51,5.4,267,219,RZA,RZA,Arcade Pictures,"$15,000,000 ","$15,634,090","$20,546,518",2.35 : 1
1112,Shaft,1971,R,1h 40min,66,6.6,103,73,Gordon Parks,Ernest Tidyman,Metro-Goldwyn-Mayer (MGM),"$1,125,000 ",,,1.85 : 1
1113,Knights of Badassdom,2013,R,1h 26min,56,5.6,90,78,Joe Lynch,Kevin Dreyfuss,Bayview Films,,"$123,854","$123,854",2.39:1
1114,Tristan + Isolde,2006,PG-13,2h 5min,49,6.8,339,99,Kevin Reynolds,Dean Georgaris,Twentieth Century Fox,,"$14,734,633","$28,047,963",1.85 : 1
1115,Volcano,1997,PG-13,1h 44min,55,5.5,228,99,Mick Jackson,Jerome Armstrong,Twentieth Century Fox,"$90,000,000 ","$49,323,468","$122,823,468",1.85 : 1
1116,The Baytown Outlaws,2012,R,1h 38min,33,6.4,79,66,Barry Battles,Barry Battles,Lleju Productions,"$4,000,000 ",,"$37,470",2.35 : 1
1117,Spy Kids 2: Island of Lost Dreams,2002,13+,1h 40min,66,5.2,120,105,Robert Rodriguez,Robert Rodriguez,Dimension Films,"$38,000,000 ","$85,846,429","$119,723,358",1.85 : 1
1118,3 Ninjas,1992,PG,1h 24min,36,5.3,73,12,Jon Turteltaub,Kenny Kim,Touchstone Pictures,"$6,500,000 ","$29,000,301","$29,000,301",1.85 : 1
1119,The Forbidden Kingdom,2008,PG-13,1h 44min,57,6.6,310,207,Rob Minkoff,John Fusco,Casey Silver Productions,"$55,000,000 ","$52,075,270","$128,792,411",2.39 : 1
1120,"I, Frankenstein",2014,PG-13,1h 32min,30,5.1,241,331,Stuart Beattie,Stuart Beattie,Hopscotch Features,"$65,000,000 ","$19,075,290","$76,801,179",2.35 : 1
1121,The Tuxedo,2002,PG-13,1h 38min,,5.4,,,Kevin Donovan,Phil Hay,Blue Train Productions,"$60,000,000 ","$50,547,998","$104,391,623",1.85 : 1
1122,Ransom,1996,R,2h 1min,60,6.7,193,77,Ron Howard,Cyril Hume,Touchstone Pictures,"$80,000,000 ","$136,492,681","$309,492,681",1.85 : 1
1123,Daylight,1996,PG-13,1h 54min,,5.9,,,Rob Cohen,Leslie Bohem,Universal Pictures,"$80,000,000 ","$33,023,469","$159,212,469",1.85 : 1
1124,Dog Soldiers,2002,R,1h 45min,,6.8,,,Neil Marshall,Neil Marshall,Centurion,"$2,000,000 ",,"$3,537,283",1.85 : 1
1125,The Way of the Gun,2000,R,1h 59min,49,6.7,339,90,Christopher McQuarrie,Christopher McQuarrie,Artisan Entertainment,"$8,500,000 ","$6,055,661","$13,200,972",1.85 : 1
1126,Crocodile Dundee in Los Angeles,2001,PG,1h 35min,37,4.8,128,77,Simon Wincer,Paul Hogan,Bungalow Productions,"$21,150,000 ","$25,635,682","$39,438,674",1.85 : 1
1127,The Wrecking Crew,1968,PG,1h 45min,,5.6,,,Phil Karlson,Donald Hamilton,Columbia Pictures,,,,1.85 : 1
1128,Akinjeon,2019,17+,1h 49min,65,6.9,78,90,Won-Tae Lee,Won-Tae Lee,Ace Maker Movie Works,,"$216,494","$25,775,371",2.39 : 1
1129,House of the Dead,2003,R,1h 30min,15,2.1,598,149,Uwe Boll,Mark A. Altman,Boll Kino Beteiligungs GmbH & Co. KG,"$12,000,000 ","$10,249,719","$13,818,181",1.85 : 1
1130,3000 Miles to Graceland,2001,R,2h 5min,21,6.0,422,115,Demian Lichtenstein,Richard Recco,Franchise Pictures,"$62,000,000 ","$15,749,959","$18,720,175",2.35 : 1
1131,Brooklyn's Finest,2009,R,2h 12min,43,6.7,161,166,Antoine Fuqua,Michael C. Martin,Millennium Films,"$17,000,000 ","$27,163,593","$45,719,985",2.35 : 1
1132,The Recruit,2003,PG-13,1h 55min,56,6.6,299,145,Roger Donaldson,Roger Towne,Touchstone Pictures,"$46,000,000 ","$52,802,140","$101,191,884",2.39 : 1
1133,New Jack City,1991,R,1h 37min,61,6.7,95,40,Mario Van Peebles,Thomas Lee Wright,Warner Bros.,"$8,000,000 ","$47,624,353","$47,624,353",1.85 : 1
1134,Koroshiya 1,2001,21+,2h 9min,55,7.0,311,111,Takashi Miike,Sakichi Sato,Omega Project,"$1,400,000 ","$20,285","$80,631",1.85 : 1
1135,Chick Fight,2020,R,1h 37min,39,4.6,105,26,Paul Leyden,Joseph Downey,Yale Productions,,,"$70,248",
1136,Vantage Point,2008,PG-13,1h 30min,40,6.6,464,234,Pete Travis,Barry L. Levy,Columbia Pictures,"$40,000,000 ","$72,266,306","$152,039,882",2.35 : 1
1137,Windtalkers,2002,R,2h 14min,51,6.1,477,142,John Woo,John Rice,Metro-Goldwyn-Mayer (MGM),"$115,000,000 ","$40,914,068","$77,628,265",2.39 : 1
1138,Line of Duty,2019,17+,1h 38min,50,5.3,282,40,Steven C. Miller,Jeremy Drysdale,Solution Entertainment Group,,"$8,207","$646,389",2.35 : 1
1139,Kung Pow: Enter the Fist,2002,PG-13,1h 21min,14,6.2,530,59,Steve Oedekerk,Steve Oedekerk,Twentieth Century Fox,"$10,000,000 ","$16,037,962","$16,994,625",2.35 : 1
1140,Dead Presidents,1995,R,1h 59min,,6.9,100,41,Albert Hughes,Allen Hughes,Caravan Pictures,"$10,000,000 ","$24,147,179","$24,147,179",2.35 : 1
1141,Cien años de perdón,2016,R,1h 36min,,6.3,13,41,Daniel Calparsoro,Jorge Guerricaechevarría,Telecinco Cinema,"€6,000,000 ",,"$9,041,187",2.35 : 1
1142,Disturbing the Peace,2020,R,1h 31min,34,3.2,203,22,York Alec Shackleton,Chuck Hustmyre,Grodnik /Aloe Productions,"$5,000,000 ",,"$49,104",
1143,A Lonely Place to Die,2011,R,1h 39min,,6.2,172,142,Julian Gilbey,Julian Gilbey,Carnaby International,"$4,000,000 ",,"$442,550",2.35 : 1
1144,Money Train,1995,R,1h 50min,,5.7,76,45,Joseph Ruben,Doug Richardson,Columbia Pictures,"$68,000,000 ","$35,431,113","$35,431,113",2.39 : 1
1145,Bullet to the Head,2012,R,1h 32min,48,5.7,159,295,Walter Hill,Alessandro Camon,IM Global,"$45,000,000 ","$9,489,829","$21,947,209",1.85 : 1
1146,Around the World in 80 Days,2004,PG,2h,49,5.9,207,184,Frank Coraci,Jules Verne,Walt Disney Pictures,"$110,000,000 ","$24,008,137","$72,178,895",2.39 : 1
1147,Drillbit Taylor,2008,PG-13,1h 50min,41,5.7,112,145,Steven Brill,Kristofor Brown,Paramount Pictures,"$40,000,000 ","$32,862,104","$49,944,325",2.35 : 1
1148,Kin,2018,17+,1h 42min,35,5.8,264,111,Jonathan Baker,Jonathan Baker,Summit Entertainment,"$30,000,000 ","$5,718,096","$10,313,019",2.39 : 1
1149,Shi mian mai fu,2004,PG-13,1h 59min,89,7.5,437,251,Yimou Zhang,Feng Li,Beijing New Picture Film,"CN¥100,000,000 ","$11,050,094","$92,863,945",2.35 : 1
1150,A Score to Settle,2019,17+,1h 43min,37,4.7,112,30,Shawn Ku,Shawn Ku,Highland Film Group (HFG),,,"$171,216",2.39:1
1151,The Boondock Saints II: All Saints Day,2009,R,1h 58min,24,6.3,203,88,Troy Duffy,Troy Duffy,Stage 6 Films,"$8,000,000 ","$10,273,188","$10,629,321",2.35 : 1
1152,Absolute Power,1997,R,2h 1min,52,6.7,176,80,Clint Eastwood,David Baldacci,Castle Rock Entertainment,"$50,000,000 ","$50,068,310","$50,068,310",2.39 : 1
1153,Pathfinder,2007,R,1h 39min,29,5.4,239,127,Marcus Nispel,Laeta Kalogridis,Twentieth Century Fox,"$45,000,000 ","$10,232,081","$30,984,583",2.35 : 1
1154,All Is Lost,2013,PG-13,1h 46min,87,6.9,413,374,J.C. Chandor,J.C. Chandor,Roadside Attractions,"$9,000,000 ","$6,263,670","$13,627,519",2.35 : 1
1155,Black Death,2010,R,1h 42min,71,6.4,185,183,Christopher Smith,Dario Poloni,Egoli Tossell Pictures,,"$22,554","$382,879",2.35 : 1
1156,Alex Cross,2012,PG-13,1h 41min,30,5.2,180,210,Rob Cohen,Marc Moss,Block / Hanson,"$35,000,000 ","$25,888,412","$34,618,867",2.35 : 1
1157,The Bounty Hunter,2010,PG-13,1h 50min,22,5.6,156,170,Andy Tennant,Sarah Thorp,Columbia Pictures,"$40,000,000 ","$67,061,228","$136,333,522",2.35 : 1
1158,One for the Money,2012,PG-13,1h 31min,22,5.3,206,129,Julie Anne Robinson,Stacy Sherman,Lakeshore Entertainment,"$40,000,000 ","$26,414,527","$38,084,162",2.35 : 1
1159,Chocolate,2008,R,1h 50min,,7.0,94,97,Prachya Pinkaew,Napalee,Sahamongkol Film International,,"$14,845","$3,179,014",1.85 : 1
1160,Transporter 3,2008,PG-13,1h 44min,51,6.1,207,164,Olivier Megaton,Luc Besson,EuropaCorp,"$30,000,000 ","$31,715,062","$108,979,549",2.35 : 1
1161,Beverly Hills Ninja,1997,PG-13,1h 28min,27,5.6,93,37,Dennis Dugan,Mark Feldberg,3 Arts Entertainment,"$18,000,000 ","$31,480,418","$31,480,418",1.85 : 1
1162,Cooties,2014,R,1h 28min,49,5.7,124,134,Jonathan Milott,Leigh Whannell,SpectreVision,,"$60,058","$485,544",2.35 : 1
1163,Legacy of Lies,2020,R,1h 41min,,5.0,54,38,Adrian Bol,Adrian Bol,13 Films,"$4,500,000 ",,"$94,583",
1164,Entrapment,1999,PG-13,1h 53min,54,6.3,301,124,Jon Amiel,Ronald Bass,Twentieth Century Fox,"$66,000,000 ","$87,704,396","$212,404,396",2.35 : 1
1165,Reprisal,2018,17+,1h 29min,19,4.2,218,22,Brian A. Miller,Bryce Hammons,Highland Film Group (HFG),,,"$598,625",1.85 : 1
1166,Inspector Gadget,1999,PG,1h 18min,36,4.2,244,60,David Kellogg,Andy Heyward,Walt Disney Pictures,"$90,000,000 ","$97,403,112","$134,403,112",1.85 : 1
1167,Sidekicks,1992,PG,1h 41min,,5.1,46,33,Aaron Norris,Lou Illar,Gallery Films,,"$17,180,393","$17,180,393",1.85 : 1
1168,Cut Throat City,2020,R,2h 3min,67,4.8,75,36,RZA,P.G. Cuschieri,Rumble Riot Pictures,"$6,500,000 ","$855,894","$864,928",2.39 : 1
1169,Titan A.E.,2000,PG,1h 34min,48,6.6,405,136,Don Bluth,Hans Bauer,David Kirschner Productions,"$75,000,000 ","$22,753,426","$36,754,634",2.39 : 1
1170,Blue Streak,1999,PG-13,1h 33min,46,6.3,171,42,Les Mayfield,Michael Berry,Columbia Pictures,"$65,000,000 ","$68,518,533","$117,758,500",1.85 : 1
1171,Miss Congeniality 2: Armed & Fabulous,2005,PG-13,1h 55min,34,5.1,171,114,John Pasquin,Marc Lawrence,Castle Rock Entertainment,"$45,000,000 ","$48,478,006","$101,393,569",2.35 : 1
1172,Echo Boomers,2020,R,1h 34min,37,6.0,46,21,Seth Savoy,Kevin Bernhardt,Speakeasy,"$2,500,000 ",,,1.78 : 1
1173,Lockout,2012,PG-13,1h 35min,48,6.1,293,309,James Mather,James Mather,EuropaCorp,"$20,000,000 ","$14,326,864","$32,948,113",2.35 : 1
1174,16 Blocks,2006,PG-13,1h 42min,63,6.6,329,196,Richard Donner,Richard Wenk,Alcon Entertainment,"$52,000,000 ","$36,895,141","$65,664,721",2.35 : 1
1175,Crown Vic,2019,R,1h 50min,47,6.5,131,26,Joel Souza,Joel Souza,Brittany House Pictures,"$3,600,000 ","$3,868","$3,868",2.39 : 1
1176,Soldier,1998,R,1h 39min,,6.0,409,88,Paul W.S. Anderson,David Webb Peoples,Warner Bros.,"$60,000,000 ","$14,594,226","$14,594,226",2.35 : 1
1177,Torque,2004,PG-13,1h 24min,41,4.1,223,90,Joseph Kahn,Matt Johnson,Warner Bros.,"$40,000,000 ","$21,215,059","$46,546,197",2.35 : 1
1178,From Paris with Love,2010,R,1h 32min,42,6.4,265,200,Pierre Morel,Adi Hasak,EuropaCorp,"$52,000,000 ","$24,077,427","$52,844,496",2.35 : 1
1179,The Legend of Hercules,2014,PG-13,1h 39min,22,4.2,249,181,Renny Harlin,Sean Hood,Summit Entertainment,"$70,000,000 ","$18,848,538","$61,279,452",2.35 : 1
1180,Marauders,2016,R,1h 47min,42,5.5,142,41,Steven C. Miller,Michael Cody,Emmett/Furla/Oasis Films (EFO Films),"$15,000,000 ",,"$1,616,004",2.35 : 1
1181,Raw Deal,1986,R,1h 46min,44,5.6,129,41,John Irvin,Luciano Vincenzoni,De Laurentiis Entertainment Group (DEG),"$8,500,000 ","$16,209,459","$16,209,459",2.35 : 1
1182,Doragon bôru chô: Burorî,2018,13+,1h 40min,59,7.8,321,65,Tatsuya Nagamine,Akira Toriyama,Toei Company,"$8,500,000 ","$30,712,119","$115,757,940",1.78 : 1
1183,The Specialist,1994,R,1h 50min,,5.6,143,44,Luis Llosa,John Shirley,Warner Bros.,"$45,000,000 ","$57,362,582","$170,362,582",1.85 : 1
1184,Once Upon a Time in Venice,2017,21+,1h 34min,28,5.3,90,66,Mark Cullen,Mark Cullen,Movie Trailer House,,,"$855,888",2.35 : 1
1185,Whiteout,2009,R,1h 41min,,5.5,165,174,Dominic Sena,Jon Hoeber,Warner Bros.,"$35,000,000 ","$10,275,638","$17,976,667",2.35 : 1
1186,My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu,2019,PG-13,1h 44min,70,7.9,66,36,Kenji Nagasaki,Kôhei Horikoshi,Bones,,"$13,304,000","$29,971,229",1.85 : 1
1187,The Omen,2006,R,1h 50min,43,5.5,584,119,John Moore,David Seltzer,Twentieth Century Fox,"$25,000,000 ","$54,607,383","$119,974,972",1.85 : 1
1188,Seraphim Falls,2006,R,1h 55min,62,6.7,149,135,David Von Ancken,David Von Ancken,Icon Productions,"$18,000,000 ","$418,296","$1,220,058",2.35 : 1
1189,Rollerball,2002,PG-13,1h 38min,14,3.1,305,159,John McTiernan,William Harrison,Atlas Entertainment,"$70,000,000 ","$18,990,798","$25,852,764",2.39 : 1
1190,Hostage,2005,R,1h 53min,44,6.5,303,145,Florent-Emilio Siri,Robert Crais,Miramax,"$52,000,000 ","$34,639,939","$77,663,556",2.35 : 1
1191,Monster Trucks,2016,SU,1h 44min,41,5.7,96,120,Chris Wedge,Derek Connolly,Paramount Pictures,"$125,000,000 ","$33,370,166","$64,493,915",2.35 : 1
1192,Red Planet,2000,PG-13,1h 46min,,5.7,,,Antony Hoffman,Chuck Pfarrer,Warner Bros.,"$80,000,000 ","$17,480,890","$33,463,969",2.39 : 1
1193,The Assignment,2016,R,1h 35min,34,4.6,121,87,Walter Hill,Walter Hill,SBS Films,"$5,000,000 ",,"$388,789",2.39 : 1
1194,Virtuosity,1995,R,1h 46min,39,5.6,102,55,Brett Leonard,Eric Bernt,Paramount Pictures,"$30,000,000 ","$24,047,675","$24,047,675",2.39 : 1
1195,Set It Off,1996,R,2h 3min,,6.9,89,24,F. Gary Gray,Takashi Bufford,New Line Cinema,"$9,000,000 ","$36,461,139","$41,590,886",2.35 : 1
1196,Ghost Dog: The Way of the Samurai,1999,R,1h 56min,67,7.5,365,168,Jim Jarmusch,Jim Jarmusch,Pandora Filmproduktion,,"$3,308,029","$9,380,473",1.85 : 1
1197,Black Dynamite,2009,R,1h 24min,65,7.4,110,181,Scott Sanders,Michael Jai White,Destination Films,"$2,900,000 ","$242,578","$296,557",1.85 : 1
1198,Yip Man 2,2010,R,1h 48min,67,7.5,134,109,Wilson Yip,Tai-lee Chan,Golden Harvest Company,,"$205,675","$15,089,448",2.35 : 1
1199,The Eagle,2011,PG-13,1h 54min,55,6.2,221,211,Kevin Macdonald,Jeremy Brock,Focus Features,"$25,000,000 ","$19,490,041","$37,989,684",2.35 : 1
1200,Hit and Run,2012,R,1h 40min,50,6.1,138,178,David Palmer,Dax Shepard,Exclusive Media Group,"$2,000,000 ","$13,749,300","$16,816,647",2.35 : 1
1201,Barely Lethal,2015,PG-13,1h 36min,44,5.4,80,61,Kyle Newman,John D'Arco,Main Street Films,"$15,000,000 ","$6,075","$933,847",1.85 : 1
1202,Ong-bak,2003,R,1h 48min,69,7.2,382,245,Prachya Pinkaew,Panna Rittikrai,EuropaCorp,,"$4,563,167","$20,235,426",1.85 : 1
1203,In a Valley of Violence,2016,R,1h 44min,64,6.0,166,105,Ti West,Ti West,Blumhouse Productions,,"$61,797","$61,797",2.35 : 1
1204,The Kid Who Would Be King,2019,SU,2h,66,6.0,191,143,Joe Cornish,Joe Cornish,Big Talk Productions,"$59,000,000 ","$16,790,790","$32,140,970",2.39 : 1
1205,Assault on VA-33,2021,R,1h 30min,,4.2,32,15,Christopher Ray,Scott Thomas Reynolds,DeInstitutionalized,,,,
1206,Straw Dogs,2011,R,1h 50min,45,5.8,161,198,Rod Lurie,Rod Lurie,Screen Gems,"$25,000,000 ","$10,324,441","$11,168,712",2.39 : 1
1207,Ride Along 2,2016,PG-13,1h 42min,32,5.9,85,131,Tim Story,Phil Hay,Universal Pictures,"$40,000,000 ","$91,221,830","$124,608,438",2.35 : 1
1208,Undercover Brother,2002,PG-13,1h 26min,,5.9,,,Malcolm D. Lee,John Ridley,Universal Pictures,"$25,000,000 ","$39,089,928","$41,604,473",1.85 : 1
1209,Chain Reaction,1996,PG-13,1h 47min,,5.7,109,57,Andrew Davis,Arne Schmidt,3 Arts Entertainment,"$50,000,000 ","$21,226,204","$60,209,334",
1210,Rise of the Footsoldier,2007,R,1h 59min,,6.8,,,Julian Gilbey,Julian Gilbey,Carnaby International,"$4,000,000 ",,"$355,345",1.85 : 1
1211,T-34,2018,17+,2h 19min,,6.7,207,16,Aleksey Sidorov,Aleksey Sidorov,Mars Media Entertainment,"$10,000,000 ",,"$35,950,901",2.35 : 1
1212,Ying,2018,Not Rated,1h 56min,81,7.0,103,109,Yimou Zhang,Wei Li,Perfect Village Entertainment,"CN¥300,000,000 ","$521,396","$91,708,374",2.35 : 1
1213,Risen,2016,PG-13,1h 47min,51,6.3,221,140,Kevin Reynolds,Kevin Reynolds,LD Entertainment,"$20,000,000 ","$36,880,033","$46,771,565",2.35 : 1
1214,The Substitute,1996,R,1h 54min,,6.0,73,36,Robert Mandel,Roy Frumkes,Dinamo Entertainment,,"$14,818,176","$14,818,176",1.85 : 1
1215,Chi bi,2008,R,4h 48min,73,7.4,124,169,John Woo,John Woo,Beijing Film Studio,"CN¥553,632,000 ","$627,047","$129,710,514",2.35 : 1
